rank,name,score,ts
1,삼성전자,6.66,2026-01-01 18:38:25
2,SK하이닉스,5.27,2026-01-01 18:38:25
3,두산에너빌리티,3.27,2026-01-01 18:38:25
4,HLB,2.43,2026-01-01 18:38:25
5,현대차,2.30,2026-01-01 18:38:25
6,원익홀딩스,2.27,2026-01-01 18:38:25
7,에코프로,2.25,2026-01-01 18:38:25
8,휴림로봇,2.18,2026-01-01 18:38:25
9,한화오션,2.03,2026-01-01 18:38:25
10,NAVER,1.94,2026-01-01 18:38:25
11,제주반도체,1.93,2026-01-01 18:38:25
12,에이비엘바이오,1.79,2026-01-01 18:38:25
13,포스코퓨처엠,1.63,2026-01-01 18:38:25
14,한미반도체,1.62,2026-01-01 18:38:25
15,삼성에피스홀딩스,1.55,2026-01-01 18:38:25
16,에코프로비엠,1.45,2026-01-01 18:38:25
17,셀트리온,1.34,2026-01-01 18:38:25
18,클로봇,1.34,2026-01-01 18:38:25
19,현대무벡스,1.29,2026-01-01 18:38:25
20,POSCO홀딩스,1.23,2026-01-01 18:38:25
21,하이브,1.18,2026-01-01 18:38:25
22,알테오젠,1.18,2026-01-01 18:38:25
23,삼성SDI,1.14,2026-01-01 18:38:25
24,엔씨소프트,1.12,2026-01-01 18:38:25
25,고영,1.08,2026-01-01 18:38:25
26,노타,1.06,2026-01-01 18:38:25
27,레인보우로보틱스,1.05,2026-01-01 18:38:25
28,엘앤에프,1.05,2026-01-01 18:38:25
29,계양전기,1.01,2026-01-01 18:38:25
30,재영솔루텍,0.98,2026-01-01 18:38:25
